filename,width,height,brightness,contrast,r_mean,g_mean,b_mean,class
attentive_0000.jpg,224,224,124.03346221301021,53.153265817921834,130.6223692602041,121.71795280612245,118.70240752551021,attentive
attentive_0001.jpg,224,224,123.09303252551021,45.42671296583454,134.02074697066325,119.75033880739795,111.57380022321429,attentive
attentive_0002.jpg,224,224,125.76745854591837,39.0761906381752,132.09175701530611,123.8418965242347,118.97130102040816,attentive
attentive_0003.jpg,224,224,109.0048828125,52.66297926852865,118.76707987882654,105.54854910714286,101.2260443239796,attentive
attentive_0004.jpg,224,224,121.93311543367346,46.08583954419245,132.9143614477041,118.57876275510205,110.37434231505102,attentive
attentive_0005.jpg,224,224,125.2788384885204,38.53414559178523,131.38464604591837,123.41448102678571,118.74390146683673,attentive
attentive_0006.jpg,224,224,122.71904894770408,52.000963605498185,130.92271205357142,119.89186065051021,115.75587930484694,attentive
attentive_0007.jpg,224,224,115.39903539540816,54.630120501732584,125.72201849489795,111.77686543367346,107.00552056760205,attentive
attentive_0008.jpg,224,224,123.20737005739795,45.6258581906972,133.58934550382654,120.0403977997449,112.23200334821429,attentive
attentive_0009.jpg,224,224,125.59113919005102,38.827390733028686,131.50910794005102,123.80004384566327,119.24523676658163,attentive
attentive_0010.jpg,224,224,122.09546396683673,51.569868197960474,128.9787747130102,119.70412149234694,116.48790258290816,attentive
attentive_0011.jpg,224,224,102.17311065051021,53.864867538095346,112.21127630739795,98.52331792091837,94.6165696747449,attentive
attentive_0012.jpg,224,224,124.17215401785714,51.11501303754426,131.05961017219389,121.73164461096938,118.64881616709184,attentive
attentive_0013.jpg,224,224,126.77212213010205,39.32894446861874,132.6618104272959,124.98345822704081,120.55917171556122,attentive
attentive_0014.jpg,224,224,125.91105309311224,46.13020502153803,136.5196308992347,122.60489078443878,115.07372050382654,attentive
attentive_0015.jpg,224,224,104.4976881377551,52.85146863619053,113.94100765306122,101.00733418367346,97.69385762117346,attentive
attentive_0016.jpg,224,224,125.61419802295919,46.84482524644772,135.55512595663265,122.5972975127551,114.99934231505102,attentive
attentive_0017.jpg,224,224,126.21283083545919,40.08911921783457,132.25348772321428,124.37639508928571,119.73487324617346,attentive
attentive_0018.jpg,224,224,98.83039700255102,53.717921112034546,108.44331951530613,95.30313297193878,91.75277024872449,attentive
attentive_0019.jpg,224,224,126.34819435586735,40.16272249324451,132.42813297193877,124.48688616071429,119.9164740114796,attentive
attentive_0020.jpg,224,224,121.31246014030613,47.97488706543594,132.44304049744898,117.90220424107143,109.58143335459184,attentive
attentive_0021.jpg,224,224,99.79637675382654,54.76078045461334,109.56983418367346,96.16876594387755,92.89004703443878,attentive
attentive_0022.jpg,224,224,126.49880420918367,39.69493239708137,132.5118781887755,124.64813855229592,120.12501992984694,attentive
attentive_0023.jpg,224,224,124.11706792091837,47.036399504308704,134.40894052933675,120.97175940688776,113.2977519132653,attentive
